text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"Investigation of Highly Pathogenic Avian Influenza H5N8 Outbreak in Kano, Kano State, Nigeria
Columba Teru Vakuru,… https://t.co/tl8FiEMljb",FALSE,0,NA,2019-03-04T15:24:15Z,TRUE,NA,1102590586933182464,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",ijser_research,0,FALSE,FALSE,NA,NA
"@zandramf Yo sigo peleando con la tos de mi hija y la mía desde la influenza, y eso ya va para un mes casi. Y de ve… https://t.co/QPrm6SKtOP",FALSE,2,zandramf,2019-03-04T15:23:28Z,TRUE,1102582038820020225,1102590388630667266,1025989568,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",por_mientras,0,FALSE,FALSE,NA,NA
Me comentaba la pediatra que cuando vacunamos a nuestros hijos contra la influenza tenemos 22 día en los cuales el… https://t.co/eXXkvb5Ifq,FALSE,6,sraFulgencia,2019-03-04T15:22:41Z,TRUE,1102589680397283328,1102590191867494400,47028927,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sraFulgencia,0,FALSE,FALSE,NA,NA
@Artist_Angie Hope they get better soon!,FALSE,1,Artist_Angie,2019-03-04T15:22:14Z,FALSE,1102589658893115393,1102590078822633473,874741914,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",El_Influenza,0,FALSE,FALSE,NA,NA
"Unas señoras del gym todas preocupadas por sus niñas,  porque en el Kinder ya iban 6 casos de influenza, les dije q… https://t.co/LrI3llvwI7",FALSE,4,NA,2019-03-04T15:21:17Z,TRUE,NA,1102589840955076609,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ItzelMardesiche,0,FALSE,FALSE,NA,NA
Se han diagnosticado neumonías atípicas en pacientes que no se vacunaron contra la influenza en esta temporada inve… https://t.co/qZEiGCvfLG,FALSE,0,NA,2019-03-04T15:20:04Z,TRUE,NA,1102589532287963137,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",NoticiasCanal6,0,FALSE,FALSE,NA,NA
Non sopporto più la #tosse. Come rimediare? #salute #influenza,FALSE,0,NA,2019-03-04T15:20:01Z,FALSE,NA,1102589519143059456,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AndreaVarosi,0,FALSE,FALSE,NA,NA
"Nos confirmaron Querubín tiene Influenza.
Es probable haya contagiado al que estuvo en contacto con el
Mañana tenem… https://t.co/X8wZLK0BrU",FALSE,3,sraFulgencia,2019-03-04T15:18:56Z,TRUE,1102472088391049216,1102589249218584576,47028927,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sraFulgencia,0,FALSE,FALSE,NA,NA
"Hujan, panas tak menentu, lalu  mudah terserang flu. #Biotizen sudah pernah coba proteksi diri dengan vaksinasi inf… https://t.co/RabJAyzAFm",FALSE,1,NA,2019-03-04T15:17:53Z,TRUE,NA,1102588982494257152,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",biofarmaID,2,FALSE,FALSE,107.60087013,-6.89973585
"2枚目:Wikipedia「Influenza」より。

3枚目:CIRIscience「Influenza Virus」より。

4枚目: The flu that changed the worldより。",FALSE,0,2AAqueuexGyBoQi,2019-03-04T15:17:40Z,FALSE,1102581904858013697,1102588929637703680,982210107948724230,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2AAqueuexGyBoQi,0,FALSE,FALSE,NA,NA
"In order to protect patients and staff because of an increase of Influenza A in the community, Baraga County Memori… https://t.co/FJfS1ksNT7",FALSE,0,NA,2019-03-04T15:17:25Z,TRUE,NA,1102588865959862273,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",993thelift,0,FALSE,FALSE,NA,NA
@pipandbaby I suppose that's a risk you take when you live in...uh...Fly Into Country,FALSE,0,pipandbaby,2019-03-04T15:15:44Z,FALSE,1102587960644567042,1102588444105166849,16419140,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",El_Influenza,0,FALSE,FALSE,NA,NA
"""This vaccine is composed of very conserved domains. That’s the reason why the induced immunity can offer universal… https://t.co/d28v2EFjaj",FALSE,1,NA,2019-03-04T15:15:19Z,TRUE,NA,1102588339578912769,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",GeorgiaStateLaw,0,FALSE,FALSE,NA,NA
Farmacéuticas descartan desabasto de vacuna contra influenza https://t.co/20q1t6TZZM,FALSE,0,NA,2019-03-04T15:13:46Z,FALSE,NA,1102587947558281217,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",RaulCobosAgs,0,FALSE,FALSE,NA,NA
Farmacéuticas descartan desabasto de vacuna contra influenza https://t.co/AtfppeqqSk,FALSE,0,NA,2019-03-04T15:13:44Z,FALSE,NA,1102587941141053443,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",RaulCobosTV3,0,FALSE,FALSE,NA,NA
Farmacéuticas descartan desabasto de vacuna contra influenza https://t.co/npSBoCXprq,FALSE,0,NA,2019-03-04T15:13:43Z,FALSE,NA,1102587935117987845,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",RaulCobosTV2,0,FALSE,FALSE,NA,NA
Farmacéuticas descartan desabasto de vacuna contra influenza https://t.co/EUDMIJA2T4,FALSE,0,NA,2019-03-04T15:13:39Z,FALSE,NA,1102587919288713217,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",noticiasmexico,0,FALSE,FALSE,NA,NA
"@KaiserGDL Muchas gracias !!! Y vaya que las necesito , me recupero de un cuadro de influenza , ahí la llevo pero b… https://t.co/tCONSlsGcW",FALSE,0,KaiserGDL,2019-03-04T15:13:38Z,TRUE,1102521417927720960,1102587914188480512,141391111,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",vsilberstein,0,FALSE,FALSE,NA,NA
Farmacéuticas descartan desabasto de vacuna contra influenza https://t.co/rHjyJ4EOZA,FALSE,0,NA,2019-03-04T15:13:38Z,FALSE,NA,1102587912816943106,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Excelsior_TV,0,FALSE,FALSE,NA,NA
Farmacéuticas descartan desabasto de vacuna contra influenza https://t.co/w39xEVDdfB,FALSE,0,NA,2019-03-04T15:13:31Z,FALSE,NA,1102587886174523393,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",RaulCobosTV,0,FALSE,FALSE,NA,NA
"In order to protect patients and staff because of an increase of Influenza A in the community, Baraga County Memori… https://t.co/13UdHtnzG3",FALSE,0,NA,2019-03-04T15:12:18Z,TRUE,NA,1102587580607016961,NA,"<a href=""https://postcron.com"" rel=""nofollow"">Postcron App</a>",ToddOnTheRadio,0,FALSE,FALSE,NA,NA
"En todas mis horas de sueño estuvo “Djoko - Influenza” sonando de fondo, massssss rico imposible",FALSE,0,NA,2019-03-04T15:10:01Z,FALSE,NA,1102587003047215104,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Gabryelfranco,0,FALSE,FALSE,NA,NA
México a una década de la influenza cómo se vivió y lecciones aprendidas https://t.co/aVqB8r6fw5,FALSE,0,NA,2019-03-04T15:06:37Z,FALSE,NA,1102586150370361345,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",RaulCobosAgs,0,FALSE,FALSE,NA,NA
México a una década de la influenza cómo se vivió y lecciones aprendidas https://t.co/CLQORxYiss,FALSE,0,NA,2019-03-04T15:06:35Z,FALSE,NA,1102586141537120258,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",RaulCobosTV3,0,FALSE,FALSE,NA,NA
México a una década de la influenza cómo se vivió y lecciones aprendidas https://t.co/EvHFeMJ8Jt,FALSE,0,NA,2019-03-04T15:06:34Z,FALSE,NA,1102586134104813568,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",RaulCobosTV2,0,FALSE,FALSE,NA,NA
México a una década de la influenza cómo se vivió y lecciones aprendidas https://t.co/nyKYMm3RJh,FALSE,0,NA,2019-03-04T15:06:29Z,FALSE,NA,1102586115918319617,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",noticiasmexico,0,FALSE,FALSE,NA,NA
México a una década de la influenza cómo se vivió y lecciones aprendidas https://t.co/Gs5i1LWbGD,FALSE,0,NA,2019-03-04T15:06:27Z,FALSE,NA,1102586107991085056,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Excelsior_TV,0,FALSE,FALSE,NA,NA
México a una década de la influenza cómo se vivió y lecciones aprendidas https://t.co/fpkuOazIp3,FALSE,0,NA,2019-03-04T15:06:20Z,FALSE,NA,1102586078370979840,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",RaulCobosTV,0,FALSE,FALSE,NA,NA
Farmacéuticas descartan desabasto de vacuna contra influenza  - https://t.co/lViIizeaH9,FALSE,0,NA,2019-03-04T15:04:39Z,FALSE,NA,1102585655392002048,NA,"<a href=""http://www.cabecera.mx"" rel=""nofollow"">postwtt</a>",cabeceramx,1,FALSE,FALSE,NA,NA
"In order to protect patients and staff because of an increase of Influenza A in the community, Baraga County Memori… https://t.co/S6XSuHkm2V",FALSE,0,NA,2019-03-04T15:04:08Z,TRUE,NA,1102585523208626178,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",wolvfm,0,FALSE,FALSE,NA,NA
"🔴 Descartan desabasto de vacuna contra influenza. 

https://t.co/dYE4ZtjNAy",FALSE,1,NA,2019-03-04T15:03:43Z,FALSE,NA,1102585419986845701,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",OnceNoticiasTV,2,FALSE,FALSE,NA,NA
グラブルはじめて397日目！今日の相性がいいキャラは[ベアトリクス]！無料のキャラ診断でまいにち最大100万モバコインがその場で当たる！#グラブルまいにちキャラ診断 #モバフェス https://t.co/Exbk7Cf9ZT,FALSE,0,NA,2019-03-04T15:03:26Z,FALSE,NA,1102585347337158656,NA,"<a href=""https://granbluefantasy-campaign.mobage.jp/"" rel=""nofollow"">【公式】モバフェスキャンペーン事務局</a>",influenza_ohken,0,FALSE,FALSE,NA,NA
"""You wouldn’t need to change the vaccine type every year because it’s universal and can protect against any influen… https://t.co/d2zhTOyohi",FALSE,1,NA,2019-03-04T15:02:45Z,TRUE,NA,1102585175152738304,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",GeorgiaStateLaw,0,FALSE,FALSE,NA,NA
#Salud | Farmacéuticas descartan desabasto de vacuna contra influenza #BuenLunes #FelizLunes @opsoms… https://t.co/3WEMzzb6Td,FALSE,0,NA,2019-03-04T15:00:03Z,TRUE,NA,1102584495562256384,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",PilotziNoticias,0,FALSE,FALSE,NA,NA
"🦇 ➡️  👦 👩
Los murciélagos pueden transmitir influenza a los humanos.
https://t.co/Rv7PYiez28",FALSE,0,NA,2019-03-04T15:00:01Z,FALSE,NA,1102584485755973633,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NewsweekQ,0,FALSE,FALSE,NA,NA
"#EcuadorEsCarnaval | La #Influenza se contagia por tocar superficies contaminadas con este virus, por ejemplo: mani… https://t.co/vEW8DRKCen",FALSE,10,NA,2019-03-04T15:00:01Z,TRUE,NA,1102584485638365185,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Salud_Ec,16,FALSE,FALSE,NA,NA
Ed io che pensavo di aver scampato l'influenza https://t.co/5FazrBP6Wm,FALSE,1,NA,2019-03-04T15:00:00Z,FALSE,NA,1102584483344195584,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",youcanstillgoon,0,FALSE,FALSE,NA,NA
"Although most people with #influenza should be treated within two days of developing symptoms, those at high #risk… https://t.co/8bHAMcpM6y",FALSE,1,NA,2019-03-04T14:59:36Z,TRUE,NA,1102584384207622145,NA,"<a href=""https://www.socialreport.com"" rel=""nofollow"">SocialReport.com</a>",GreenLPharmaUK,0,FALSE,FALSE,NA,NA
@joseclaudiov Tienes influenza desde hace como 3 meses 😂😂,FALSE,0,joseclaudiov,2019-03-04T14:58:59Z,FALSE,1102532209834184704,1102584225340026887,143153657,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",karlamontsserra,0,FALSE,FALSE,NA,NA
"GIUGLIANO - POZZUOLI | IL CASO

Il giovane è spirato all'ospedale di Pineta Grande dopo aver accusato forti dolori… https://t.co/OzQ8oaxp4g",FALSE,0,NA,2019-03-04T14:58:53Z,TRUE,NA,1102584202137165824,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",TeleClubItalia,0,FALSE,FALSE,NA,NA
U.S. Government Pays Out Millions to Flu Shot Victims Killed or Paralyzed by Influenza Vaccine https://t.co/woUCXR3NqY,FALSE,0,NA,2019-03-04T14:58:13Z,FALSE,NA,1102584035639996416,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Lynn_onward,0,FALSE,FALSE,NA,NA
"In order to protect patients and staff because of an increase of Influenza A in the community, Baraga County Memori… https://t.co/qsg1RVRcGa",FALSE,0,NA,2019-03-04T14:57:19Z,TRUE,NA,1102583806744293377,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",kreport,0,FALSE,FALSE,NA,NA
"""Influenza outbreak"" 14 public courtyard full combined occupancy rate up to 124% https://t.co/ryhHDp2YrA :Auto pickup by wikyou",FALSE,0,NA,2019-03-04T14:56:03Z,FALSE,NA,1102583489113681920,NA,"<a href=""http://wikyou.org.uk"" rel=""nofollow"">TranslaNewsHkEn auto post</a>",TranslaNewsHkEn,0,FALSE,FALSE,NA,NA
"Influenza, 10 años de lecciones aprendidas
https://t.co/FbN7ogTV8e https://t.co/xRpzKdRDSD",FALSE,0,NA,2019-03-04T14:56:00Z,FALSE,NA,1102583476153475072,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",r_protocolo,0,FALSE,FALSE,NA,NA
"L'influenza ha calato la sua scure su La Cialtrona, per cui questa sera la puntata di ""Col fischio o senza?"" non an… https://t.co/BLVd08AGsT",FALSE,0,NA,2019-03-04T14:55:36Z,TRUE,NA,1102583375339110407,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",atupervoi,0,FALSE,FALSE,NA,NA
Is there any town which is influenza free?,FALSE,0,NA,2019-03-04T14:54:50Z,FALSE,NA,1102583181931438083,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FahadFareed07,0,FALSE,FALSE,NA,NA
I think I'm going to be sick 😷😷 damn you influenza virus.,FALSE,1,NA,2019-03-04T14:53:35Z,FALSE,NA,1102582868407136257,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",popped_sugar,0,FALSE,FALSE,NA,NA
Farmacéuticas descartan desabasto de vacuna contra influenza  https://t.co/sCSLBJ39HL,FALSE,3,NA,2019-03-04T14:53:24Z,FALSE,NA,1102582821707636738,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",QueHacerPolitic,3,FALSE,FALSE,NA,NA
It very interesting how @AIRTEL_KE  influenza are being paid via MPESA 😂😂😂😂 #SwitchToAirtel #GodIsInControl,FALSE,10,NA,2019-03-04T14:51:17Z,FALSE,NA,1102582288360062979,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ItsMinabo,1,FALSE,FALSE,NA,NA
@juventusfans Una bella influenza a Morata e é fatta 😂😂,FALSE,8,juventusfans,2019-03-04T14:49:46Z,FALSE,1102580064632406017,1102581909425668096,45401227,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FabioTC1210,0,FALSE,FALSE,NA,NA
"Influenza virus

A型、B型、C型の3種類が存在。

主な症状:高熱、頭痛、関節痛、咳など。

1918〜19年にかけ猛威を振るった
スペインかぜ(H1N1亜型)による
死亡者は5000万〜1億人。

元々はカモな… https://t.co/h8Hj0MvfQi",FALSE,2,NA,2019-03-04T14:49:45Z,TRUE,NA,1102581904858013697,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2AAqueuexGyBoQi,0,FALSE,FALSE,NA,NA
😂🤣😂🤣👍 https://t.co/6hLuV0MRyj,FALSE,0,NA,2019-03-04T14:49:16Z,FALSE,NA,1102581784057966592,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",El_Influenza,0,FALSE,FALSE,NA,NA
Pansinin/panoorin niyo naman 'yung road to social media influenza ko: https://t.co/RBuaXtS64P,FALSE,0,NA,2019-03-04T14:47:53Z,FALSE,NA,1102581434282196992,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",a7xrica,0,FALSE,FALSE,NA,NA
"While this has been a milder #influenza season compared to last year, the number of patients hospitalized due to in… https://t.co/Eh82lWLo20",FALSE,0,NA,2019-03-04T14:47:39Z,TRUE,NA,1102581375021051905,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ACMC_Clinics,0,FALSE,FALSE,NA,NA
"@LisaPenney @JanePowers1 @RobertKennedyJr Those “not” serious diseases you speak about? Pertussis,pneumococcus, h i… https://t.co/0Byc4755pK",FALSE,7,LisaPenney,2019-03-04T14:46:44Z,TRUE,1102317112226283520,1102581145944903680,61529217,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MAhealthforkids,0,FALSE,FALSE,NA,NA
@HuffPostItalia Il problema è che il commissario montalbano 2 (#zingaretti) non ha nessuna influenza sui parlamenta… https://t.co/Qf3PtvAAeT,FALSE,0,HuffPostItalia,2019-03-04T14:46:21Z,TRUE,1102575108705669120,1102581046900604928,543774554,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lby900,0,FALSE,FALSE,NA,NA
"I uploaded a new episode, ""Elderberry the Flu and You with the Herbal Prepper"", on #spreaker #elderberry #firstaid… https://t.co/43FIYkIabx",FALSE,0,NA,2019-03-04T14:45:25Z,TRUE,NA,1102580812229341190,NA,"<a href=""https://www.spreaker.com"" rel=""nofollow"">Spreaker</a>",iamlibertyshow,0,FALSE,FALSE,NA,NA
"""We’re trying to develop a new vaccine approach that eliminates the need for vaccination every year. We’re developi… https://t.co/NEcObW780K",FALSE,1,NA,2019-03-04T14:45:16Z,TRUE,NA,1102580777123016704,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",GeorgiaStateLaw,0,FALSE,FALSE,NA,NA
"ho il numero della mia prof di italiano, se mettessi uno stato su whatsapp con su scritto ‘quando ci sono le feste… https://t.co/L0WYkVTTLz",FALSE,0,NA,2019-03-04T14:45:12Z,TRUE,NA,1102580758521278464,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",myblvesky8,0,FALSE,FALSE,NA,NA
ust found what I believe to be the only picture of the woman I would  have known as my great aunt. Thanks to a nota… https://t.co/V9J0zYkTNO,FALSE,3,NA,2019-03-04T14:44:15Z,TRUE,NA,1102580520955850752,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",umukk,0,FALSE,FALSE,NA,NA
"Influenza. In Lombardia vaccinazioni segnano un più 10,8% rispetto all’anno scorso https://t.co/r7Bx5mZM4k",FALSE,0,NA,2019-03-04T14:44:01Z,FALSE,NA,1102580461891547138,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",BasicLifeSupp,0,FALSE,FALSE,NA,NA
"Irene si è allontanata da Gabriella per non farsi passare l'influenza, non si può dire non sia pragmatica #ilparadisodellesignore",FALSE,4,NA,2019-03-04T14:43:59Z,FALSE,NA,1102580451531808768,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",erienne1983,1,FALSE,FALSE,NA,NA
@g_lascala Con l’inter condividerei solo l’influenza quando mi viene,FALSE,4,g_lascala,2019-03-04T14:43:41Z,FALSE,1102549741802582017,1102580379037417472,2813608233,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TeoMalac,0,FALSE,FALSE,NA,NA
"""Prodigy co-founder Liam Howlett said in an Instagram post that Flint killed himself over the weekend."" *sigh* Too… https://t.co/cSv3wKnohJ",FALSE,1,NA,2019-03-04T14:42:33Z,TRUE,NA,1102580093854117889,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",El_Influenza,0,FALSE,FALSE,NA,NA
Editing the genes of chickens to prevent future flu outbreaks. #futurist https://t.co/eckz4fOl33 https://t.co/spdTRfY90o,FALSE,0,NA,2019-03-04T14:33:00Z,FALSE,NA,1102577687929991169,NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",hammondfuturist,0,FALSE,FALSE,NA,NA
Last year @CDCgov  reported &gt;80K deaths related to #Flu.  March article @AMJPublicHealth w/ author’s @UNCG_PHE… https://t.co/192TfCYVFS,FALSE,3,NA,2019-03-04T14:32:43Z,TRUE,NA,1102577617499291649,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",AJPHThinkTank,1,FALSE,FALSE,NA,NA
"@jenoisbigbaby i’m not aware of any influenza in reptiles and while influenza virus is real fond of swapping hosts,… https://t.co/izHuB5CIql",FALSE,1,jenoisbigbaby,2019-03-04T14:31:20Z,TRUE,1102574496874221576,1102577269225254913,1002990900518313986,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hamsterpocket,0,FALSE,FALSE,NA,NA
"""Vaccination is the most effective way to prevent deaths from influenza virus""

#statmadness 
#core64 
@statnews… https://t.co/Uz0EBG0qwF",FALSE,2,NA,2019-03-04T14:30:36Z,TRUE,NA,1102577085367881728,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",GeorgiaStateLaw,0,FALSE,FALSE,NA,NA
"Scarlatina, influenza epidemics. Canvassing for death. Don't miss this chance. Dogs' home over there. He'd open your lips. --Afraid? --Ay.",FALSE,0,NA,2019-03-04T14:30:30Z,FALSE,NA,1102577059572924416,NA,"<a href=""http://twitter.com/xmaswar"" rel=""nofollow"">AnimorphsBot</a>",Infinite_Joyce,0,FALSE,FALSE,NA,NA
#IP2019 conference highlight:  “Debate: This house believes that all healthcare workers should be mandated to have… https://t.co/bK4XmJpnVe,FALSE,19,NA,2019-03-04T14:30:21Z,TRUE,NA,1102577019815108608,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",IPS_Infection,11,FALSE,FALSE,NA,NA
"Are you ready to fight flu? It can be especially serious if you’re over 65, so please visit your local pharmacy or… https://t.co/6oO6CAaAe6",FALSE,2,NA,2019-03-04T14:30:09Z,TRUE,NA,1102576971719102465,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Merton_Council,2,FALSE,FALSE,NA,NA
@__Dor__ https://t.co/6qO6QuXS9t take care of yourself and rest,FALSE,0,__Dor__,2019-03-04T14:28:28Z,FALSE,1102566789857378304,1102576546903142403,127646809,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Potentnara,0,FALSE,FALSE,NA,NA
True回収してるけど、どんどんプロデュースが雑になってる気がする,FALSE,0,NA,2019-03-04T14:27:28Z,FALSE,NA,1102576297560010758,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",influenza_ohken,0,FALSE,FALSE,NA,NA
#vaxxed #healthcare #momlife #doctor #healthyliving #medicine #vaccination #immunesystem #stayhealthy #vegan… https://t.co/tIbWhWkYFU,FALSE,3,NA,2019-03-04T14:26:11Z,TRUE,NA,1102575971083804673,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",leo_davguz,2,FALSE,FALSE,NA,NA
"Taking A Jab At Influenza
Doctors recommend flu shots for anyone who wants to lower their risk of seasonal influenz… https://t.co/cFze2zod9g",FALSE,0,NA,2019-03-04T14:23:00Z,TRUE,NA,1102575173507547136,NA,"<a href=""https://social.zoho.com"" rel=""nofollow"">Zoho Social</a>",ReNueSherman,0,FALSE,FALSE,NA,NA
Missing - influenza B virus 🦠 #influenza #flu #Canada https://t.co/2tMwlJrjJr,FALSE,1,NA,2019-03-04T14:21:26Z,FALSE,NA,1102574779129843712,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",akelvinlab,0,FALSE,FALSE,NA,NA
"@pipandbaby Both good, but liked Manhunter better...plus, 80's so that makes it instantly better. 😂",FALSE,0,pipandbaby,2019-03-04T14:20:34Z,FALSE,1102574142010855425,1102574558081622019,16419140,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",El_Influenza,0,FALSE,FALSE,NA,NA
"Vaccitech Awarded @BARDA contract valued at $8.5M to conduct Phase II trial for Influenza Vaccine #flu #vaccine
https://t.co/DO7N9ZC88g",FALSE,6,NA,2019-03-04T14:19:26Z,FALSE,NA,1102574274576039937,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",VaccitechLtd,3,FALSE,FALSE,NA,NA
@El_Influenza I liked both of those movies.,FALSE,1,El_Influenza,2019-03-04T14:18:54Z,FALSE,1102573928814395392,1102574142010855425,1070699989796577280,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pipandbaby,0,FALSE,FALSE,NA,NA
@pipandbaby I dig it better than Red Dragon,FALSE,0,pipandbaby,2019-03-04T14:18:04Z,FALSE,1102573479688372224,1102573928814395392,16419140,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",El_Influenza,0,FALSE,FALSE,NA,NA
We just added our first #reagents from the @US_FDA! Check out influenza antibodies from the Hongquan Wan lab: https://t.co/8fbX9j3w7a,FALSE,0,NA,2019-03-04T14:16:59Z,FALSE,NA,1102573659682717701,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kerafast,0,FALSE,FALSE,NA,NA
"@matteosalvinimi Sembra uscita direttamente dalla pellicola di FlashDance con una leggere influenza ""Mannoiana""",FALSE,1,matteosalvinimi,2019-03-04T14:16:54Z,FALSE,1102524441479860225,1102573636609703937,270839361,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AlessWrite,0,FALSE,FALSE,NA,NA
"Enero y Febrero, desviejadero. 
Es la #INFLUENZA! 
Miren esta plaquita 😱 #Medicina https://t.co/zEuLnLI8Ie",FALSE,20,NA,2019-03-04T14:15:44Z,FALSE,NA,1102573342215688193,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",almagoch,4,FALSE,FALSE,NA,NA
